fecha_fallecimiento,pais,iso3c,departamento,n,n_acum
2020-06-29,Peru,PER,MADRE DE DIOS,2,66
2020-06-30,Peru,PER,MADRE DE DIOS,1,67
2020-07-01,Peru,PER,MADRE DE DIOS,3,70
2020-07-02,Peru,PER,MADRE DE DIOS,3,70
2020-07-03,Peru,PER,MADRE DE DIOS,3,70
2020-07-04,Peru,PER,MADRE DE DIOS,3,70
2020-07-05,Peru,PER,MADRE DE DIOS,3,73
2020-07-06,Peru,PER,MADRE DE DIOS,3,73
2020-07-07,Peru,PER,MADRE DE DIOS,2,75
2020-07-08,Peru,PER,MADRE DE DIOS,1,76
2020-07-09,Peru,PER,MADRE DE DIOS,2,78
2020-07-10,Peru,PER,MADRE DE DIOS,2,78
2020-07-11,Peru,PER,MADRE DE DIOS,1,79
2020-07-12,Peru,PER,MADRE DE DIOS,1,80
2020-07-13,Peru,PER,MADRE DE DIOS,1,80
2020-07-14,Peru,PER,MADRE DE DIOS,1,81
2020-07-15,Peru,PER,MADRE DE DIOS,1,81
2020-05-21,Peru,PER,MOQUEGUA,1,1
2020-05-22,Peru,PER,MOQUEGUA,1,1
2020-05-23,Peru,PER,MOQUEGUA,1,1
2020-05-24,Peru,PER,MOQUEGUA,1,1
2020-05-25,Peru,PER,MOQUEGUA,1,2
2020-05-26,Peru,PER,MOQUEGUA,1,2
2020-05-27,Peru,PER,MOQUEGUA,1,2
2020-05-28,Peru,PER,MOQUEGUA,1,2
2020-05-29,Peru,PER,MOQUEGUA,1,2
2020-05-30,Peru,PER,MOQUEGUA,1,2
2020-05-31,Peru,PER,MOQUEGUA,1,2
2020-06-01,Peru,PER,MOQUEGUA,1,2
2020-06-02,Peru,PER,MOQUEGUA,1,2
2020-06-03,Peru,PER,MOQUEGUA,1,2
2020-06-04,Peru,PER,MOQUEGUA,1,2
2020-06-05,Peru,PER,MOQUEGUA,1,2
2020-06-06,Peru,PER,MOQUEGUA,1,3
2020-06-07,Peru,PER,MOQUEGUA,1,4
2020-06-08,Peru,PER,MOQUEGUA,1,4
2020-06-09,Peru,PER,MOQUEGUA,1,5
2020-06-10,Peru,PER,MOQUEGUA,1,5
2020-06-11,Peru,PER,MOQUEGUA,1,6
2020-06-12,Peru,PER,MOQUEGUA,1,6
2020-06-13,Peru,PER,MOQUEGUA,1,6
2020-06-14,Peru,PER,MOQUEGUA,1,6
2020-06-15,Peru,PER,MOQUEGUA,1,6
2020-06-16,Peru,PER,MOQUEGUA,1,6
2020-06-17,Peru,PER,MOQUEGUA,1,7
2020-06-18,Peru,PER,MOQUEGUA,1,8
2020-06-19,Peru,PER,MOQUEGUA,1,8
2020-06-20,Peru,PER,MOQUEGUA,1,9
2020-06-21,Peru,PER,MOQUEGUA,1,9
2020-06-22,Peru,PER,MOQUEGUA,1,9
2020-06-23,Peru,PER,MOQUEGUA,1,9
2020-06-24,Peru,PER,MOQUEGUA,1,10
2020-06-25,Peru,PER,MOQUEGUA,1,10
2020-06-26,Peru,PER,MOQUEGUA,1,10
2020-06-27,Peru,PER,MOQUEGUA,1,11
2020-06-28,Peru,PER,MOQUEGUA,1,11
2020-06-29,Peru,PER,MOQUEGUA,2,13
2020-06-30,Peru,PER,MOQUEGUA,1,14
2020-07-01,Peru,PER,MOQUEGUA,1,15
2020-07-02,Peru,PER,MOQUEGUA,1,15
2020-07-03,Peru,PER,MOQUEGUA,1,15
2020-07-04,Peru,PER,MOQUEGUA,1,16
2020-07-05,Peru,PER,MOQUEGUA,1,17
2020-07-06,Peru,PER,MOQUEGUA,2,19
2020-07-07,Peru,PER,MOQUEGUA,1,20
2020-07-08,Peru,PER,MOQUEGUA,1,21
2020-07-09,Peru,PER,MOQUEGUA,2,23
2020-07-10,Peru,PER,MOQUEGUA,2,23
2020-07-11,Peru,PER,MOQUEGUA,2,25
2020-07-12,Peru,PER,MOQUEGUA,1,26
2020-07-13,Peru,PER,MOQUEGUA,4,30
2020-07-14,Peru,PER,MOQUEGUA,3,33
2020-07-15,Peru,PER,MOQUEGUA,1,34
2020-04-17,Peru,PER,PASCO,1,1
2020-04-18,Peru,PER,PASCO,1,1
2020-04-19,Peru,PER,PASCO,1,1
2020-04-20,Peru,PER,PASCO,1,1
2020-04-21,Peru,PER,PASCO,1,1
2020-04-22,Peru,PER,PASCO,1,1
2020-04-23,Peru,PER,PASCO,1,1
2020-04-24,Peru,PER,PASCO,1,1
2020-04-25,Peru,PER,PASCO,1,1
2020-04-26,Peru,PER,PASCO,1,1
2020-04-27,Peru,PER,PASCO,1,1
2020-04-28,Peru,PER,PASCO,1,1
2020-04-29,Peru,PER,PASCO,1,1
2020-04-30,Peru,PER,PASCO,1,1
2020-05-01,Peru,PER,PASCO,1,2
2020-05-02,Peru,PER,PASCO,1,3
2020-05-03,Peru,PER,PASCO,1,3
2020-05-04,Peru,PER,PASCO,1,3
2020-05-05,Peru,PER,PASCO,1,3
2020-05-06,Peru,PER,PASCO,1,4
2020-05-07,Peru,PER,PASCO,1,4
2020-05-08,Peru,PER,PASCO,1,4
2020-05-09,Peru,PER,PASCO,1,4
2020-05-10,Peru,PER,PASCO,1,4
2020-05-11,Peru,PER,PASCO,1,4
2020-05-12,Peru,PER,PASCO,1,4
2020-05-13,Peru,PER,PASCO,1,4
2020-05-14,Peru,PER,PASCO,1,4
2020-05-15,Peru,PER,PASCO,1,4
2020-05-16,Peru,PER,PASCO,1,4
2020-05-17,Peru,PER,PASCO,1,5
2020-05-18,Peru,PER,PASCO,1,5
2020-05-19,Peru,PER,PASCO,1,5
2020-05-20,Peru,PER,PASCO,1,6
2020-05-21,Peru,PER,PASCO,1,7
2020-05-22,Peru,PER,PASCO,1,8
2020-05-23,Peru,PER,PASCO,1,8
2020-05-24,Peru,PER,PASCO,1,8
2020-05-25,Peru,PER,PASCO,1,8
2020-05-26,Peru,PER,PASCO,1,8
2020-05-27,Peru,PER,PASCO,1,8
2020-05-28,Peru,PER,PASCO,1,8
2020-05-29,Peru,PER,PASCO,1,9
2020-05-30,Peru,PER,PASCO,1,9
2020-05-31,Peru,PER,PASCO,1,9
2020-06-01,Peru,PER,PASCO,2,11
2020-06-02,Peru,PER,PASCO,2,11
2020-06-03,Peru,PER,PASCO,2,11
2020-06-04,Peru,PER,PASCO,2,11
2020-06-05,Peru,PER,PASCO,2,11
2020-06-06,Peru,PER,PASCO,2,11
2020-06-07,Peru,PER,PASCO,2,11
2020-06-08,Peru,PER,PASCO,1,12
2020-06-09,Peru,PER,PASCO,1,13
2020-06-10,Peru,PER,PASCO,1,13
2020-06-11,Peru,PER,PASCO,1,13
2020-06-12,Peru,PER,PASCO,1,13
2020-06-13,Peru,PER,PASCO,1,13
2020-06-14,Peru,PER,PASCO,1,14
2020-06-15,Peru,PER,PASCO,1,15
2020-06-16,Peru,PER,PASCO,1,16
2020-06-17,Peru,PER,PASCO,1,16
2020-06-18,Peru,PER,PASCO,1,16
2020-06-19,Peru,PER,PASCO,1,16
2020-06-20,Peru,PER,PASCO,2,18
2020-06-21,Peru,PER,PASCO,2,20
2020-06-22,Peru,PER,PASCO,2,20
2020-06-23,Peru,PER,PASCO,2,20
2020-06-24,Peru,PER,PASCO,2,20
2020-06-25,Peru,PER,PASCO,2,20
2020-06-26,Peru,PER,PASCO,2,20
2020-06-27,Peru,PER,PASCO,2,20
2020-06-28,Peru,PER,PASCO,2,20
2020-06-29,Peru,PER,PASCO,1,21
2020-06-30,Peru,PER,PASCO,2,23
2020-07-01,Peru,PER,PASCO,2,23
2020-07-02,Peru,PER,PASCO,2,23
2020-07-03,Peru,PER,PASCO,1,24
2020-07-04,Peru,PER,PASCO,1,24
2020-07-05,Peru,PER,PASCO,1,25
2020-07-06,Peru,PER,PASCO,1,25
2020-07-07,Peru,PER,PASCO,1,25
2020-07-08,Peru,PER,PASCO,1,25
2020-07-09,Peru,PER,PASCO,1,25
2020-07-10,Peru,PER,PASCO,1,25
2020-07-11,Peru,PER,PASCO,3,28
2020-07-12,Peru,PER,PASCO,1,29
2020-07-13,Peru,PER,PASCO,1,30
2020-07-14,Peru,PER,PASCO,2,32
2020-07-15,Peru,PER,PASCO,1,33
2020-03-21,Peru,PER,PIURA,1,1
2020-03-22,Peru,PER,PIURA,1,1
2020-03-23,Peru,PER,PIURA,1,1
2020-03-24,Peru,PER,PIURA,1,1
2020-03-25,Peru,PER,PIURA,1,1
2020-03-26,Peru,PER,PIURA,1,1
2020-03-27,Peru,PER,PIURA,1,1
2020-03-28,Peru,PER,PIURA,1,1
2020-03-29,Peru,PER,PIURA,1,2
2020-03-30,Peru,PER,PIURA,1,2
2020-03-31,Peru,PER,PIURA,1,2
2020-04-01,Peru,PER,PIURA,1,2
2020-04-02,Peru,PER,PIURA,1,3
2020-04-03,Peru,PER,PIURA,1,4
2020-04-04,Peru,PER,PIURA,4,8
2020-04-05,Peru,PER,PIURA,4,8
2020-04-06,Peru,PER,PIURA,1,9
2020-04-07,Peru,PER,PIURA,2,11
2020-04-08,Peru,PER,PIURA,2,13
2020-04-09,Peru,PER,PIURA,1,14
2020-04-10,Peru,PER,PIURA,6,20
2020-04-11,Peru,PER,PIURA,2,22
2020-04-12,Peru,PER,PIURA,4,26
2020-04-13,Peru,PER,PIURA,5,31
2020-04-14,Peru,PER,PIURA,6,37
2020-04-15,Peru,PER,PIURA,7,44
2020-04-16,Peru,PER,PIURA,6,50
2020-04-17,Peru,PER,PIURA,6,56
2020-04-18,Peru,PER,PIURA,6,62
2020-04-19,Peru,PER,PIURA,8,70
2020-04-20,Peru,PER,PIURA,7,77
2020-04-21,Peru,PER,PIURA,8,85
2020-04-22,Peru,PER,PIURA,3,88
2020-04-23,Peru,PER,PIURA,7,95
2020-04-24,Peru,PER,PIURA,10,105
2020-04-25,Peru,PER,PIURA,6,111
2020-04-26,Peru,PER,PIURA,13,124
2020-04-27,Peru,PER,PIURA,13,137
2020-04-28,Peru,PER,PIURA,13,150
2020-04-29,Peru,PER,PIURA,16,166
2020-04-30,Peru,PER,PIURA,14,180
2020-05-01,Peru,PER,PIURA,11,191
2020-05-02,Peru,PER,PIURA,17,208
2020-05-03,Peru,PER,PIURA,19,227
2020-05-04,Peru,PER,PIURA,15,242
2020-05-05,Peru,PER,PIURA,14,256
2020-05-06,Peru,PER,PIURA,17,273
2020-05-07,Peru,PER,PIURA,11,284
2020-05-08,Peru,PER,PIURA,22,306
2020-05-09,Peru,PER,PIURA,10,316
2020-05-10,Peru,PER,PIURA,20,336
2020-05-11,Peru,PER,PIURA,15,351
2020-05-12,Peru,PER,PIURA,6,357
2020-05-13,Peru,PER,PIURA,14,371
2020-05-14,Peru,PER,PIURA,9,380
2020-05-15,Peru,PER,PIURA,10,390
2020-05-16,Peru,PER,PIURA,7,397
2020-05-17,Peru,PER,PIURA,4,401
2020-05-18,Peru,PER,PIURA,7,408
2020-05-19,Peru,PER,PIURA,10,418
2020-05-20,Peru,PER,PIURA,12,430
2020-05-21,Peru,PER,PIURA,10,440
2020-05-22,Peru,PER,PIURA,8,448
2020-05-23,Peru,PER,PIURA,12,460
2020-05-24,Peru,PER,PIURA,8,468
2020-05-25,Peru,PER,PIURA,10,478
2020-05-26,Peru,PER,PIURA,4,482
2020-05-27,Peru,PER,PIURA,22,504
2020-05-28,Peru,PER,PIURA,10,514
2020-05-29,Peru,PER,PIURA,3,517
2020-05-30,Peru,PER,PIURA,9,526
2020-05-31,Peru,PER,PIURA,8,534
2020-06-01,Peru,PER,PIURA,4,538
2020-06-02,Peru,PER,PIURA,7,545
2020-06-03,Peru,PER,PIURA,10,555
2020-06-04,Peru,PER,PIURA,8,563
2020-06-05,Peru,PER,PIURA,4,567
2020-06-06,Peru,PER,PIURA,8,575
2020-06-07,Peru,PER,PIURA,5,580
2020-06-08,Peru,PER,PIURA,11,591
2020-06-09,Peru,PER,PIURA,9,600
2020-06-10,Peru,PER,PIURA,8,608
2020-06-11,Peru,PER,PIURA,4,612
2020-06-12,Peru,PER,PIURA,7,619
2020-06-13,Peru,PER,PIURA,12,631
2020-06-14,Peru,PER,PIURA,8,639
2020-06-15,Peru,PER,PIURA,11,650
2020-06-16,Peru,PER,PIURA,9,659
2020-06-17,Peru,PER,PIURA,10,669
2020-06-18,Peru,PER,PIURA,6,675
2020-06-19,Peru,PER,PIURA,16,691
2020-06-20,Peru,PER,PIURA,6,697
2020-06-21,Peru,PER,PIURA,5,702
2020-06-22,Peru,PER,PIURA,6,708
2020-06-23,Peru,PER,PIURA,15,723
2020-06-24,Peru,PER,PIURA,11,734
2020-06-25,Peru,PER,PIURA,8,742
2020-06-26,Peru,PER,PIURA,4,746
2020-06-27,Peru,PER,PIURA,5,751
2020-06-28,Peru,PER,PIURA,6,757
2020-06-29,Peru,PER,PIURA,6,763
2020-06-30,Peru,PER,PIURA,5,768
2020-07-01,Peru,PER,PIURA,10,778
2020-07-02,Peru,PER,PIURA,13,791
2020-07-03,Peru,PER,PIURA,5,796
2020-07-04,Peru,PER,PIURA,3,799
2020-07-05,Peru,PER,PIURA,6,805
2020-07-06,Peru,PER,PIURA,3,808
2020-07-07,Peru,PER,PIURA,1,809
2020-07-08,Peru,PER,PIURA,11,820
2020-07-09,Peru,PER,PIURA,7,827
2020-07-10,Peru,PER,PIURA,2,829
2020-07-11,Peru,PER,PIURA,10,839
2020-07-12,Peru,PER,PIURA,6,845
2020-07-13,Peru,PER,PIURA,6,851
2020-07-14,Peru,PER,PIURA,2,853
2020-07-15,Peru,PER,PIURA,7,860
2020-04-20,Peru,PER,PUNO,1,1
2020-04-21,Peru,PER,PUNO,1,1
2020-04-22,Peru,PER,PUNO,1,1
2020-04-23,Peru,PER,PUNO,1,1
2020-04-24,Peru,PER,PUNO,1,1
2020-04-25,Peru,PER,PUNO,1,1
2020-04-26,Peru,PER,PUNO,1,1
2020-04-27,Peru,PER,PUNO,1,1
2020-04-28,Peru,PER,PUNO,1,1
2020-04-29,Peru,PER,PUNO,1,2
2020-04-30,Peru,PER,PUNO,1,2
2020-05-01,Peru,PER,PUNO,1,2
2020-05-02,Peru,PER,PUNO,1,2
2020-05-03,Peru,PER,PUNO,1,3
2020-05-04,Peru,PER,PUNO,1,3
2020-05-05,Peru,PER,PUNO,1,4
2020-05-06,Peru,PER,PUNO,1,4
2020-05-07,Peru,PER,PUNO,1,4
2020-05-08,Peru,PER,PUNO,1,4
2020-05-09,Peru,PER,PUNO,1,4
2020-05-10,Peru,PER,PUNO,1,4
2020-05-11,Peru,PER,PUNO,1,4
2020-05-12,Peru,PER,PUNO,1,4
2020-05-13,Peru,PER,PUNO,1,4
2020-05-14,Peru,PER,PUNO,1,4
2020-05-15,Peru,PER,PUNO,1,4
2020-05-16,Peru,PER,PUNO,1,5
2020-05-17,Peru,PER,PUNO,1,5
2020-05-18,Peru,PER,PUNO,1,6
2020-05-19,Peru,PER,PUNO,1,6
2020-05-20,Peru,PER,PUNO,1,6
2020-05-21,Peru,PER,PUNO,1,6
2020-05-22,Peru,PER,PUNO,1,6
2020-05-23,Peru,PER,PUNO,1,6
2020-05-24,Peru,PER,PUNO,1,6
2020-05-25,Peru,PER,PUNO,1,6
2020-05-26,Peru,PER,PUNO,1,6
2020-05-27,Peru,PER,PUNO,1,6
2020-05-28,Peru,PER,PUNO,1,7
2020-05-29,Peru,PER,PUNO,1,7
2020-05-30,Peru,PER,PUNO,1,7
2020-05-31,Peru,PER,PUNO,1,7
2020-06-01,Peru,PER,PUNO,1,7
2020-06-02,Peru,PER,PUNO,1,8
2020-06-03,Peru,PER,PUNO,1,8
2020-06-04,Peru,PER,PUNO,1,9
2020-06-05,Peru,PER,PUNO,1,9
2020-06-06,Peru,PER,PUNO,1,9
2020-06-07,Peru,PER,PUNO,1,9
2020-06-08,Peru,PER,PUNO,1,9
2020-06-09,Peru,PER,PUNO,1,9
2020-06-10,Peru,PER,PUNO,1,9
2020-06-11,Peru,PER,PUNO,1,10
2020-06-12,Peru,PER,PUNO,2,12
2020-06-13,Peru,PER,PUNO,1,13
2020-06-14,Peru,PER,PUNO,1,13
2020-06-15,Peru,PER,PUNO,1,13
2020-06-16,Peru,PER,PUNO,1,13
2020-06-17,Peru,PER,PUNO,1,14
2020-06-18,Peru,PER,PUNO,1,14
2020-06-19,Peru,PER,PUNO,1,15
2020-06-20,Peru,PER,PUNO,1,15
2020-06-21,Peru,PER,PUNO,1,15
2020-06-22,Peru,PER,PUNO,1,16
2020-06-23,Peru,PER,PUNO,1,16
2020-06-24,Peru,PER,PUNO,1,16
2020-06-25,Peru,PER,PUNO,2,18
2020-06-26,Peru,PER,PUNO,2,18
2020-06-27,Peru,PER,PUNO,1,19
2020-06-28,Peru,PER,PUNO,1,19
2020-06-29,Peru,PER,PUNO,2,21
2020-06-30,Peru,PER,PUNO,1,22
2020-07-01,Peru,PER,PUNO,3,25
2020-07-02,Peru,PER,PUNO,2,27
2020-07-03,Peru,PER,PUNO,1,28
2020-07-04,Peru,PER,PUNO,1,28
2020-07-05,Peru,PER,PUNO,3,31
2020-07-06,Peru,PER,PUNO,1,32
2020-07-07,Peru,PER,PUNO,1,33
2020-07-08,Peru,PER,PUNO,2,35
2020-07-09,Peru,PER,PUNO,1,36
2020-07-10,Peru,PER,PUNO,1,36
2020-07-11,Peru,PER,PUNO,1,37
2020-07-12,Peru,PER,PUNO,1,38
2020-07-13,Peru,PER,PUNO,1,38
2020-07-14,Peru,PER,PUNO,1,38
2020-07-15,Peru,PER,PUNO,2,40
2020-03-31,Peru,PER,SAN MARTIN,1,1
2020-04-01,Peru,PER,SAN MARTIN,1,1
2020-04-02,Peru,PER,SAN MARTIN,1,1
2020-04-03,Peru,PER,SAN MARTIN,1,1
2020-04-04,Peru,PER,SAN MARTIN,1,1
2020-04-05,Peru,PER,SAN MARTIN,1,1
2020-04-06,Peru,PER,SAN MARTIN,1,1
2020-04-07,Peru,PER,SAN MARTIN,1,1
2020-04-08,Peru,PER,SAN MARTIN,1,1
2020-04-09,Peru,PER,SAN MARTIN,1,1
2020-04-10,Peru,PER,SAN MARTIN,1,1
2020-04-11,Peru,PER,SAN MARTIN,1,1
2020-04-12,Peru,PER,SAN MARTIN,1,1
2020-04-13,Peru,PER,SAN MARTIN,1,1
2020-04-14,Peru,PER,SAN MARTIN,1,1
2020-04-15,Peru,PER,SAN MARTIN,1,1
2020-04-16,Peru,PER,SAN MARTIN,1,1
2020-04-17,Peru,PER,SAN MARTIN,1,1
2020-04-18,Peru,PER,SAN MARTIN,1,1
2020-04-19,Peru,PER,SAN MARTIN,1,1
2020-04-20,Peru,PER,SAN MARTIN,1,1
2020-04-21,Peru,PER,SAN MARTIN,1,1
2020-04-22,Peru,PER,SAN MARTIN,1,1
2020-04-23,Peru,PER,SAN MARTIN,1,1
2020-04-24,Peru,PER,SAN MARTIN,1,1
2020-04-25,Peru,PER,SAN MARTIN,1,1
2020-04-26,Peru,PER,SAN MARTIN,1,1
2020-04-27,Peru,PER,SAN MARTIN,1,1
2020-04-28,Peru,PER,SAN MARTIN,1,1
2020-04-29,Peru,PER,SAN MARTIN,1,1
2020-04-30,Peru,PER,SAN MARTIN,1,1
2020-05-01,Peru,PER,SAN MARTIN,1,1
2020-05-02,Peru,PER,SAN MARTIN,1,1
2020-05-03,Peru,PER,SAN MARTIN,1,1
2020-05-04,Peru,PER,SAN MARTIN,1,1
2020-05-05,Peru,PER,SAN MARTIN,1,1
2020-05-06,Peru,PER,SAN MARTIN,1,1
2020-05-07,Peru,PER,SAN MARTIN,1,2
2020-05-08,Peru,PER,SAN MARTIN,1,3
2020-05-09,Peru,PER,SAN MARTIN,1,4
2020-05-10,Peru,PER,SAN MARTIN,2,6
2020-05-11,Peru,PER,SAN MARTIN,2,6
2020-05-12,Peru,PER,SAN MARTIN,2,6
2020-05-13,Peru,PER,SAN MARTIN,2,6
2020-05-14,Peru,PER,SAN MARTIN,1,7
2020-05-15,Peru,PER,SAN MARTIN,1,8
2020-05-16,Peru,PER,SAN MARTIN,1,9
2020-05-17,Peru,PER,SAN MARTIN,1,9
2020-05-18,Peru,PER,SAN MARTIN,3,12
2020-05-19,Peru,PER,SAN MARTIN,1,13
2020-05-20,Peru,PER,SAN MARTIN,1,13
2020-05-21,Peru,PER,SAN MARTIN,1,13
2020-05-22,Peru,PER,SAN MARTIN,1,13
2020-05-23,Peru,PER,SAN MARTIN,1,14
2020-05-24,Peru,PER,SAN MARTIN,2,16
2020-05-25,Peru,PER,SAN MARTIN,2,16
2020-05-26,Peru,PER,SAN MARTIN,2,18
2020-05-27,Peru,PER,SAN MARTIN,1,19
2020-05-28,Peru,PER,SAN MARTIN,1,19
2020-05-29,Peru,PER,SAN MARTIN,1,19
2020-05-30,Peru,PER,SAN MARTIN,2,21
2020-05-31,Peru,PER,SAN MARTIN,3,24
2020-06-01,Peru,PER,SAN MARTIN,7,31
2020-06-02,Peru,PER,SAN MARTIN,5,36
2020-06-03,Peru,PER,SAN MARTIN,9,45
2020-06-04,Peru,PER,SAN MARTIN,4,49
2020-06-05,Peru,PER,SAN MARTIN,5,54
2020-06-06,Peru,PER,SAN MARTIN,11,65
2020-06-07,Peru,PER,SAN MARTIN,1,66
2020-06-08,Peru,PER,SAN MARTIN,2,68
2020-06-09,Peru,PER,SAN MARTIN,1,69
2020-06-10,Peru,PER,SAN MARTIN,1,70
2020-06-11,Peru,PER,SAN MARTIN,4,74
2020-06-12,Peru,PER,SAN MARTIN,7,81
2020-06-13,Peru,PER,SAN MARTIN,6,87
2020-06-14,Peru,PER,SAN MARTIN,4,91
2020-06-15,Peru,PER,SAN MARTIN,3,94
2020-06-16,Peru,PER,SAN MARTIN,6,100
2020-06-17,Peru,PER,SAN MARTIN,8,108
2020-06-18,Peru,PER,SAN MARTIN,3,111
2020-06-19,Peru,PER,SAN MARTIN,3,111
2020-06-20,Peru,PER,SAN MARTIN,6,117
2020-06-21,Peru,PER,SAN MARTIN,2,119
2020-06-22,Peru,PER,SAN MARTIN,4,123
2020-06-23,Peru,PER,SAN MARTIN,3,126
2020-06-24,Peru,PER,SAN MARTIN,3,129
2020-06-25,Peru,PER,SAN MARTIN,2,131
2020-06-26,Peru,PER,SAN MARTIN,7,138
2020-06-27,Peru,PER,SAN MARTIN,4,142
2020-06-28,Peru,PER,SAN MARTIN,2,144
2020-06-29,Peru,PER,SAN MARTIN,4,148
2020-06-30,Peru,PER,SAN MARTIN,3,151
2020-07-01,Peru,PER,SAN MARTIN,3,154
2020-07-02,Peru,PER,SAN MARTIN,4,158
2020-07-03,Peru,PER,SAN MARTIN,2,160
2020-07-04,Peru,PER,SAN MARTIN,3,163
2020-07-05,Peru,PER,SAN MARTIN,4,167
2020-07-06,Peru,PER,SAN MARTIN,4,167
2020-07-07,Peru,PER,SAN MARTIN,3,170
2020-07-08,Peru,PER,SAN MARTIN,4,174
2020-07-09,Peru,PER,SAN MARTIN,2,176
2020-07-10,Peru,PER,SAN MARTIN,1,177
2020-07-11,Peru,PER,SAN MARTIN,3,180
2020-07-12,Peru,PER,SAN MARTIN,3,183
2020-07-13,Peru,PER,SAN MARTIN,2,185
2020-07-14,Peru,PER,SAN MARTIN,3,188
2020-07-15,Peru,PER,SAN MARTIN,3,188
2020-04-23,Peru,PER,TACNA,1,1
2020-04-24,Peru,PER,TACNA,1,1
2020-04-25,Peru,PER,TACNA,1,1
2020-04-26,Peru,PER,TACNA,1,1
2020-04-27,Peru,PER,TACNA,1,1
2020-04-28,Peru,PER,TACNA,1,1
2020-04-29,Peru,PER,TACNA,1,1
2020-04-30,Peru,PER,TACNA,1,1
2020-05-01,Peru,PER,TACNA,1,1
2020-05-02,Peru,PER,TACNA,1,2
2020-05-03,Peru,PER,TACNA,1,2
2020-05-04,Peru,PER,TACNA,1,2
2020-05-05,Peru,PER,TACNA,1,2
2020-05-06,Peru,PER,TACNA,1,2
2020-05-07,Peru,PER,TACNA,1,2
2020-05-08,Peru,PER,TACNA,1,2
2020-05-09,Peru,PER,TACNA,1,2
2020-05-10,Peru,PER,TACNA,1,2
2020-05-11,Peru,PER,TACNA,1,2
2020-05-12,Peru,PER,TACNA,1,2
2020-05-13,Peru,PER,TACNA,1,2
2020-05-14,Peru,PER,TACNA,1,2
2020-05-15,Peru,PER,TACNA,1,2
2020-05-16,Peru,PER,TACNA,1,2
2020-05-17,Peru,PER,TACNA,1,2
2020-05-18,Peru,PER,TACNA,2,4
2020-05-19,Peru,PER,TACNA,2,4
2020-05-20,Peru,PER,TACNA,2,4
2020-05-21,Peru,PER,TACNA,2,4
2020-05-22,Peru,PER,TACNA,2,4
2020-05-23,Peru,PER,TACNA,2,4
2020-05-24,Peru,PER,TACNA,2,4
2020-05-25,Peru,PER,TACNA,2,4
2020-05-26,Peru,PER,TACNA,2,4
2020-05-27,Peru,PER,TACNA,2,4
2020-05-28,Peru,PER,TACNA,2,4
2020-05-29,Peru,PER,TACNA,2,4
2020-05-30,Peru,PER,TACNA,1,5
2020-05-31,Peru,PER,TACNA,1,5
2020-06-01,Peru,PER,TACNA,1,5
2020-06-02,Peru,PER,TACNA,1,5
2020-06-03,Peru,PER,TACNA,1,5
2020-06-04,Peru,PER,TACNA,1,5
2020-06-05,Peru,PER,TACNA,1,5
2020-06-06,Peru,PER,TACNA,1,5
2020-06-07,Peru,PER,TACNA,1,5
2020-06-08,Peru,PER,TACNA,1,5
2020-06-09,Peru,PER,TACNA,1,5
2020-06-10,Peru,PER,TACNA,1,5
2020-06-11,Peru,PER,TACNA,1,5
2020-06-12,Peru,PER,TACNA,1,5
2020-06-13,Peru,PER,TACNA,1,5
2020-06-14,Peru,PER,TACNA,1,6
2020-06-15,Peru,PER,TACNA,1,6
2020-06-16,Peru,PER,TACNA,1,7
2020-06-17,Peru,PER,TACNA,1,7
2020-06-18,Peru,PER,TACNA,1,7
2020-06-19,Peru,PER,TACNA,1,8
2020-06-20,Peru,PER,TACNA,1,8
2020-06-21,Peru,PER,TACNA,1,8
2020-06-22,Peru,PER,TACNA,1,8
2020-06-23,Peru,PER,TACNA,1,8
2020-06-24,Peru,PER,TACNA,1,8
2020-06-25,Peru,PER,TACNA,1,8
2020-06-26,Peru,PER,TACNA,1,8
2020-06-27,Peru,PER,TACNA,1,8
2020-06-28,Peru,PER,TACNA,1,9
2020-06-29,Peru,PER,TACNA,1,9
2020-06-30,Peru,PER,TACNA,1,9
2020-07-01,Peru,PER,TACNA,1,9
2020-07-02,Peru,PER,TACNA,1,10
2020-07-03,Peru,PER,TACNA,1,10
2020-07-04,Peru,PER,TACNA,1,10
2020-07-05,Peru,PER,TACNA,1,10
2020-07-06,Peru,PER,TACNA,1,10
2020-07-07,Peru,PER,TACNA,1,10
2020-07-08,Peru,PER,TACNA,1,10
2020-07-09,Peru,PER,TACNA,1,11
2020-07-10,Peru,PER,TACNA,1,11
2020-07-11,Peru,PER,TACNA,1,12
2020-07-12,Peru,PER,TACNA,1,13
2020-07-13,Peru,PER,TACNA,1,13
2020-07-14,Peru,PER,TACNA,1,13
2020-07-15,Peru,PER,TACNA,1,13
2020-03-30,Peru,PER,TUMBES,1,1
2020-03-31,Peru,PER,TUMBES,1,1
2020-04-01,Peru,PER,TUMBES,1,2
2020-04-02,Peru,PER,TUMBES,1,3
2020-04-03,Peru,PER,TUMBES,1,4
2020-04-04,Peru,PER,TUMBES,1,4
2020-04-05,Peru,PER,TUMBES,1,4
2020-04-06,Peru,PER,TUMBES,1,5
2020-04-07,Peru,PER,TUMBES,1,5
2020-04-08,Peru,PER,TUMBES,1,5
2020-04-09,Peru,PER,TUMBES,2,7
2020-04-10,Peru,PER,TUMBES,2,7
2020-04-11,Peru,PER,TUMBES,1,8
2020-04-12,Peru,PER,TUMBES,1,9
2020-04-13,Peru,PER,TUMBES,2,11
